RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6_DTLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGC,RQ9_2DGT,RQ10_REASON,RQ11_BASE,RQ12_NCOUNTRY,RQ13_STAY,RQ14_INDWORK,RQ15_2DGT,RQ16_2DGT,RQ17_AVEMINC,RQ18_NOMONTH,RQ19_RET,RQ20_DTRET,RQ20M_DTRET,RQ20Y_DTRET,RQ21_REASON,RQ22_DTEXP,RQ22M_DTEXP,RQ22Y_DTEXP,RQ23_CASHREM,RQ24_CASHAMT,RQ25_MODE,RQ26_REMSPENT,RQ261C_CONSUM,RQ261P_CONSUM,RQ262C_INVEST,RQ262P_INVEST,RQ263C_SAVINGS,RQ263P_SAVINGS,RQ264C_GIFT,RQ264P_GIFT,RQ265C_OTHERS,Q265P_OTHERS,RQ27_RET6MOS,RQ28_CASHHOME,RQ29_INKIND,RQ30_KINDAMT,RSWGT,RPRRCD,RP6M_IND
07,0904,013,00063,03,04,2,25,01,102016,10,2016,1,8,22,1,1,400,24,1,22,86,0080000,23,2,      ,  ,    , ,102018,10,2018,1,  75000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000254.6129,    ,1
07,0905,013,00063,02,02,1,46,09,052018,05,2018,2,8, 9,1,2,500,06,1,83,50,0100000,54,2,      ,  ,    , ,112018,11,2018,1, 120000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000198.0298,    ,1
07,0906,012,00051,02,02,2,36,01,112016,11,2016,2,7,32,1,1,213,24,1,82,26,0035000,22,2,      ,  ,    , ,112018,11,2018,1,  34000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0010000,000297.8140,    ,1
07,0907,054,00584,03,04,2,33,01,082015,08,2015,1,7,32,1,1,234,40,1,32,96,0025000,37,2,      ,  ,    , ,122018,12,2018,1,  10000,5,1070        4030    ,1,070, ,   , ,   ,4,030, ,   ,2,       ,2,       ,002331.6464,    ,1
07,0907,054,00584,05,03,1,31,04,072018,07,2018,1,7,52,1,2,400,12,1,83,50,0076500,16,2,      ,  ,    , ,072019,07,2019,1,  49000,1,1020    3080        ,1,020, ,   ,3,080, ,   , ,   ,1,0010000,2,       ,002426.5599,    ,1
07,0908,054,02280,06,14,2,53,01,082018,08,2018,2,4,91,1,1,211,10,1,91,96,0030000,01,2,      ,  ,    , ,062019,06,2019,1,   5000,5,1050            5SCH,1,050, ,   , ,   , ,   ,5,***,2,       ,2,       ,002376.6213,    ,1
07,0909,054,02280,06,04,2,43,02,032017,03,2017,1,3,91,1,1,211,24,1,91,96,0038000,55,2,      ,  ,    , ,032019,03,2019,1,   8000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,002276.8252,    ,1
07,0910,053,01485,02,02,1,36,05,042018,04,2018,2,8,83,1,2,500,08,1,83,50,0015600,38,2,      ,  ,    , ,122018,12,2018,1,  50000,1,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,001625.4608,    ,1
07,0910,053,01485,03,14,2,34,02,062017,06,2017,1,8,51,1,1,234,24,1,51,56,0014308,45,2,      ,  ,    , ,062019,06,2019,1,   8000,5,1070        4030    ,1,070, ,   , ,   ,4,030, ,   ,1,0028620,1,0015000,001738.3874,    ,1
07,0911,053,01485,01,01,2,45,05,082018,08,2018,4,7,26,1,1,214,11,1,26,55,0087600,55,1,082018,08,2018,2,      ,  ,    ,1,  18000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0030000,1,0015000,001708.4495,    ,1
07,0912,053,01485,01,01,1,59,02,112017,11,2017,2,8,22,1,1,500,24,1,22,86,0049559,46,2,      ,  ,    , ,112019,11,2019,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,1,0020000,1,0022000,001851.8576,    ,1
07,0913,056,01361,01,01,1,48,03,122016,12,2016,2,8, 9,1,2,500,24,1,83,50,0054000,60,2,      ,  ,    , ,122018,12,2018,1, 324000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,002081.8405,    ,1
07,0914,055,01505,81,11,1,42,01,092018,09,2018,2,4,83,6, ,400,88,2,  ,  ,       ,  ,2,      ,  ,    , ,888888,88,8888,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001711.8643,    , 
07,0914,055,01505,04,12,2,55,01,102014,10,2014,2,4,75,2,1,400,88,1,75,14,0100000,47,2,      ,  ,    , ,888888,88,8888,1, 300000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001616.9751,    ,1
07,0914,055,01505,82,14,2,22,01,092018,09,2018,1,7, 9,6, ,400,88,2,  ,  ,       ,  ,2,      ,  ,    , ,888888,88,8888,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001711.8643,    , 
07,0915,055,01505,02,02,2,42,02,062017,06,2017,2,4,73,1,1,233,24,1,91,96,0016000,39,2,      ,  ,    , ,062019,06,2019,1,  50000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001625.3442,    ,1
07,0916,055,01081,06,14,2,32,01,092014,09,2014,1,1,91,1,1,222,60,1,91,96,0012000,48,2,      ,  ,    , ,092019,09,2019,1,  18000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001569.3774,    ,1
07,0917,055,01081,07,03,1,31,02,042018,04,2018,2,7,52,1,1,211,24,1,31,47,0025000,05,2,      ,  ,    , ,042020,04,2020,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001633.2614,    ,1
07,0918,053,01909,05,03,1,35,03,082018,08,2018,2,7,71,1,1,234,24,1,72,45,0025000,25,2,      ,  ,    , ,082020,08,2020,1,  30000,5,1070    3020    5EDU,1,070, ,   ,3,020, ,   ,5,***,2,       ,2,       ,001692.1300,    ,1
11,0919,056,00122,03,04,2,29,02,092018,09,2018,1,4, 9,1,1,233,24,1,91,96,0020000,25,2,      ,  ,    , ,092020,09,2020,1,  10000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000761.5077,    ,1
11,0920,056,00122,02,02,2,48,01,032014,03,2014,2,4, 9,1,1,400,88,1,91,96,0040000,54,2,      ,  ,    , ,888888,88,8888,1,  21000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0015000,000646.2527,    ,1
11,0921,055,00735,02,02,2,39,01,122016,12,2016,2,4,14,1,1,233,24,1,91,96,0020000,21,2,      ,  ,    , ,122018,12,2018,1, 100000,5,1070    3030        ,1,070, ,   ,3,030, ,   , ,   ,2,       ,2,       ,000712.1984,    ,1
11,0922,055,00735,05,04,2,28,02,072017,07,2017,1,7,94,1,1,231,24,1,91,96,0018000,39,2,      ,  ,    , ,072019,07,2019,1,  19000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000636.2731,    ,1
11,0923,054,00716,02,02,2,33,02,022018,02,2018,2,3,52,1,1,232,24,1,91,96,0015000,32,2,      ,  ,    , ,022020,02,2020,1,  45500,1,1055201530204010    ,1,055,2,015,3,020,4,010, ,   ,2,       ,2,       ,000709.4950,    ,1
11,0924,056,00265,04,03,1,25,02,102017,10,2017,1,7, 9,1,2,214,12,1,83,50,0040000,11,2,      ,  ,    , ,102018,10,2018,1,  60000,1,10602040            ,1,060,2,040, ,   , ,   , ,   ,2,       ,2,       ,000700.0613,    ,1
11,0925,053,00762,02,02,2,26,01,112016,11,2016,2,4,95,1,1,233,24,1,91,96,0020000,22,2,      ,  ,    , ,112018,11,2018,1,  20000,5,10602040            ,1,060,2,040, ,   , ,   , ,   ,2,       ,2,       ,000882.5472,    ,1
11,0926,053,00619,01,01,1,40,05,052018,05,2018,2,8,41,1,2,500,06,1,83,50,0050000,50,2,      ,  ,    , ,112018,11,2018,1,  25000,1,106020103030        ,1,060,2,010,3,030, ,   , ,   ,2,       ,2,       ,000816.1721,    ,1
11,0927,056,00694,02,02,2,42,04,112017,11,2017,2,7,52,1,1,234,12,1,41,41,0045000,55,2,      ,  ,    , ,112018,11,2018,1,  60000,5,109020053005        ,1,090,2,005,3,005, ,   , ,   ,2,       ,2,       ,000800.1787,    ,1
11,0928,055,00449,01,01,1,60,05,022018,02,2018,2,8,41,1,1,100,10,1,83,50,0060000,55,2,      ,  ,    , ,122018,12,2018,1, 300000,1,105020253025        ,1,050,2,025,3,025, ,   , ,   ,2,       ,2,       ,000482.4328,    ,1
11,0929,055,00449,02,02,2,30,01,102016,10,2016,2,4,75,1,1,233,24,1,91,96,0018000,23,2,      ,  ,    , ,102018,10,2018,1,  45000,1,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,2,       ,2,       ,000609.6469,    ,1
11,0930,055,00449,02,03,1,44,03,102016,10,2016,4,7,61,1,2,500,09,1,83,50,0036000,36,1,072017,07,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000569.2629,    ,2
11,0930,055,00449,08,19,2,44,04,012016,01,2016,4,7,61,1,2,235,24,1,41,82,0035000,48,1,012018,01,2018,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000682.3949,    ,2
11,0931,054,00287,03,04,2,30,02,102016,10,2016,4,4,92,1,2,231,24,1,91,96,0019000,48,2,      ,  ,    , ,102018,10,2018,1,  90000,5,1085    3015        ,1,085, ,   ,3,015, ,   , ,   ,2,       ,2,       ,000731.2090,    ,1
11,0932,054,00287,02,02,2,42,02,122017,12,2017,2,4, 9,1,1,233,24,1,91,96,0020000,56,2,      ,  ,    , ,122019,12,2019,1,  23000,5,1085    3015        ,1,085, ,   ,3,015, ,   , ,   ,2,       ,2,       ,000818.4629,    ,1
11,0933,053,00047,02,02,2,30,02,052015,05,2015,2,3, 9,1,1,231,24,1,91,96,0020000,24,1,052017,05,2017,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000860.6591,    ,2
11,0934,053,00047,09,08,2,28,01,032018,03,2018,2,7, 9,1,1,233,24,1,91,96,0016000,06,2,      ,  ,    , ,032020,03,2020,1,  44000,5,106020203020        ,1,060,2,020,3,020, ,   , ,   ,2,       ,2,       ,000860.6591,    ,1
11,0935,053,00047,01,01,1,52,03,032016,03,2016,3,3,13,1,1,233,24,1,83,96,0030000,54,1,032018,03,2018,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000865.9321,    ,2
11,0936,053,00047,02,02,2,34,01,042017,04,2017,2,3, 9,1,1,233,24,1,91,96,0018000,17,2,      ,  ,    , ,042019,04,2019,1,  45000,5,1085    3015        ,1,085, ,   ,3,015, ,   , ,   ,2,       ,2,       ,000860.6591,    ,1
11,0937,053,00047,03,03,1,32,03,042018,04,2018,1,8,22,1,1,233,24,1,22,86,0080000,60,2,      ,  ,    , ,042020,04,2020,1,  60000,5,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000778.4963,    ,1
11,0938,055,00163,02,02,1,49,02,102016,10,2016,2,7,41,1,1,231,24,1,91,96,0022000,48,2,      ,  ,    , ,102018,10,2018,1,  66000,5,10902010            ,1,090,2,010, ,   , ,   , ,   ,2,       ,2,       ,000528.3764,    ,1
11,0939,055,00020,03,04,2,30,01,112016,11,2016,1,8,22,1,1,233,24,1,22,86,0035000,22,2,      ,  ,    , ,112018,11,2018,1,  70000,5,108020103010        ,1,080,2,010,3,010, ,   , ,   ,2,       ,2,       ,000614.0540,    ,1
11,0940,053,00476,01,01,1,32,02,122016,12,2016,1,7,51,1,1,234,24,1,93,26,0025000,45,2,      ,  ,    , ,122018,12,2018,1,  35000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000770.8551,    ,1
11,0941,053,00476,07,04,2,34,03,012018,01,2018,4,7,52,1,1,234,24,1,53,96,0019000,60,2,      ,  ,    , ,012020,01,2020,1,  66000,5,1075    3025        ,1,075, ,   ,3,025, ,   , ,   ,2,       ,2,       ,000852.2115,    ,1
11,0942,053,00476,04,03,1,27,01,012017,01,2017,1,8, 9,1,1,300,48,1,75,10,0050000,20,2,      ,  ,    , ,012021,01,2021,1,  20000,1,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000770.8551,    ,1
11,0943,056,00551,02,04,2,46,02,062017,06,2017,2,8,22,1,1,233,24,1,22,86,0040000,39,2,      ,  ,    , ,062019,06,2019,1, 120000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000655.0042,    ,1
11,0943,056,00551,03,07,1,47,02,062017,06,2017,2,4,93,1,1,233,24,1,71,41,0025000,39,2,      ,  ,    , ,062019,06,2019,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000776.5487,    ,1
11,0944,055,00592,02,04,2,35,02,022017,02,2017,1,8,22,1,1,233,24,1,22,86,0026000,19,2,      ,  ,    , ,022019,02,2019,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000669.2403,    ,1
11,0945,055,00592,01,01,2,46,01,072017,07,2017,4,7,14,1,1,233,24,1,91,96,0020000,14,2,      ,  ,    , ,072019,07,2019,1,  63000,1,1070    3030        ,1,070, ,   ,3,030, ,   , ,   ,2,       ,2,       ,000507.4026,    ,1
11,0946,053,00074,04,02,1,36,02,112017,11,2017,2,4,72,1,1,232,24,1,72,45,0350000,24,2,      ,  ,    , ,112019,11,2019,1, 120000,5,1060    3040        ,1,060, ,   ,3,040, ,   , ,   ,2,       ,2,       ,000472.8936,    ,1
11,0947,053,00074,04,02,2,27,01,062016,06,2016,2,4,52,1,1,213,40,1,91,96,0029000,27,2,      ,  ,    , ,102019,10,2019,1, 720000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000526.4070,    ,1
11,0948,053,01315,04,04,2,45,02,092016,09,2016,1,4, 9,1,1,222,25,1,91,96,0020000,60,2,      ,  ,    , ,102018,10,2018,1,  60000,1,1095    3005        ,1,095, ,   ,3,005, ,   , ,   ,2,       ,2,       ,001260.2581,    ,1
11,0949,056,00145,02,02,2,29,01,062017,06,2017,2,4,91,1,1,231,06,1,91,96,0018000,06,1,122017,12,2017,3,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001011.5993,    ,2
11,0950,053,00935,01,01,2,48,02,032014,03,2014,2,4, 9,1,1,231,57,1,91,96,0018000,54,2,      ,  ,    , ,122018,12,2018,1,  48000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0070000,001315.9944,    ,1
11,0951,053,00935,02,02,2,40,02,062018,06,2018,2,4, 9,1,1,232,24,1,91,96,0018000,25,2,      ,  ,    , ,062020,06,2020,1,  30000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001159.4778,    ,1
11,0952,054,01032,02,02,2,35,01,082018,08,2018,2,3,14,2,1,233,24,1,91,96,0018000,01,2,      ,  ,    , ,082020,08,2020,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,001105.3687,    ,1
11,0953,055,00501,03,02,2,29,02,012018,01,2018,2,4,51,1,1,231,24,1,91,96,0018000,33,2,      ,  ,    , ,012020,01,2020,1,  54000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001035.9833,    ,1
11,0954,055,00501,07,02,2,38,01,102017,10,2017,2,7, 9,1,1,231,24,1,91,96,0015000,11,2,      ,  ,    , ,102019,10,2019,1,  30000,5,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,001108.2645,    ,1
11,0955,053,01505,02,02,2,41,01,062018,06,2018,2,4,91,1,1,231,24,1,91,96,0020000,03,2,      ,  ,    , ,062020,06,2020,1,  22000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001100.3671,    ,1
11,0956,053,01505,06,04,2,28,01,102017,10,2017,2,3,52,1,1,233,14,1,91,96,0020000,11,2,      ,  ,    , ,122018,12,2018,1,  35000,5,10802020            ,1,080,2,020, ,   , ,   , ,   ,2,       ,2,       ,001028.6010,    ,1
11,0957,053,00175,02,14,2,31,02,102017,10,2017,1,8,22,1,1,233,88,1,22,86,0060000,48,1,062018,06,2018,3,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,1,0150000,2,       ,001096.1353,    ,1
11,0958,054,00842,01,01,1,44,04,032018,03,2018,2,7,14,2,2,233,09,1,83,50,0080000,48,2,      ,  ,    , ,122018,12,2018,1, 240000,1,1030202030404010    ,1,030,2,020,3,040,4,010, ,   ,2,       ,2,       ,001108.3507,    ,1
11,0959,055,00881,02,02,2,40,01,122017,12,2017,2,4, 9,1,1,233,24,1,51,96,0025000,09,2,      ,  ,    , ,122019,12,2019,1,  72000,5,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,1,0012500,001044.4661,    ,1
11,0960,055,00881,04,04,2,31,03,062017,06,2017,1,8,42,1,1,231,24,1,22,86,0045000,51,2,      ,  ,    , ,062019,06,2019,1,  60000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0016000,000976.3458,    ,1
11,0961,055,00691,05,02,2,48,01,022016,02,2016,2,7, 9,1,1,232,34,1,91,96,0016000,31,2,      ,  ,    , ,122018,12,2018,1,  36000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0005000,001214.8434,    ,1
11,0962,055,00311,02,02,1,43,01,122015,12,2015,2,7, 9,2,1,212,88,1,93,29,0050000,33,2,      ,  ,    , ,888888,88,8888,1, 120000,1,1085    30104005    ,1,085, ,   ,3,010,4,005, ,   ,2,       ,2,       ,001022.5817,    ,1
11,0963,054,00272,02,02,2,32,01,102014,10,2014,2,4, 9,1,1,234,24,1,91,96,0012000,24,1,102016,10,2016,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000953.4596,    ,2
11,0964,054,00272,04,03,1,29,02,092018,09,2018,1,4,83,1,1,233,24,1,83,35,0030000,24,2,      ,  ,    , ,092020,09,2020,1,  10000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0045000,2,       ,000868.6859,    ,1
11,0965,054,00272,01,01,1,30,03,062018,06,2018,2,7,31,1,1,222,24,1,25,62,0200000,60,2,      ,  ,    , ,062020,06,2020,1,  15000,1,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,1,0500000,2,       ,000868.6859,    ,1
11,0966,055,01071,02,02,1,48,11,052018,05,2018,2,4,31,2,1,500,06,1,92,10,0050000,60,2,      ,  ,    , ,112018,11,2018,1, 120000,1,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,1,0040000,2,       ,001087.7872,    ,1
11,0967,055,01071,04,04,2,28,01,022016,02,2016,1,4, 9,1,1,231,28,1,51,56,0018000,28,1,062018,06,2018,1,      ,  ,    ,1,  10000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0000000,2,       ,001031.1984,    ,1
11,0967,055,01071,03,04,2,32,01,022016,02,2016,1,4,52,1,1,231,36,1,51,56,0018000,31,2,      ,  ,    , ,022019,02,2019,1,  30000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,1,0010000,001031.1984,    ,1
11,0968,055,01071,02,02,2,26,01,072016,07,2016,2,4,93,1,1,233,36,1,91,96,0018000,26,2,      ,  ,    , ,072019,07,2019,1,  30000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,001031.1984,    ,1
11,0969,055,01071,01,01,1,54,06,052018,05,2018,2,7,51,2,2,233,36,1,83,50,0050000,60,2,      ,  ,    , ,052021,05,2021,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,1,0065000,001087.7872,    ,1
11,0969,055,01071,04,03,1,33,02,072018,07,2018,2,8, 9,2,2,233,24,1,83,50,0040000,30,2,      ,  ,    , ,072020,07,2020,1,  20000,1,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,1,1000000,2,       ,000939.5129,    ,1
11,0970,055,01071,01,01,1,55,06,012018,01,2018,2,8,93,2,2,233,24,1,83,50,0050000,60,2,      ,  ,    , ,012020,01,2020,1, 180000,2,1050    30304020    ,1,050, ,   ,3,030,4,020, ,   ,2,       ,1,0100000,000954.3589,    ,1
11,0971,056,00050,01,01,1,40,01,052014,05,2014,2,4,14,1,1,212,60,1,92,10,0080000,52,2,      ,  ,    , ,052019,05,2019,1, 120000,5,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000466.6752,    ,1
11,0971,056,00050,02,02,2,36,01,052014,05,2014,2,2,52,1,1,212,60,1,92,10,0080000,52,2,      ,  ,    , ,052019,05,2019,1,  15000,5,1050    3050        ,1,050, ,   ,3,050, ,   , ,   ,2,       ,2,       ,000476.4353,    ,1
11,0972,056,00438,04,08,2,39,02,012018,01,2018,2,4,92,1,1,233,36,1,91,96,0018000,44,2,      ,  ,    , ,012021,01,2021,1,  65000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000470.2839,    ,1
11,0973,053,00559,07,04,2,34,02,062017,06,2017,2,4,53,1,1,222,24,1,91,96,0022000,48,2,      ,  ,    , ,062019,06,2019,1, 102000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000508.4321,    ,1
11,0974,054,00387,06,04,2,42,02,122016,12,2016,1,7, 9,1,1,222,36,1,91,96,0020000,48,2,      ,  ,    , ,122019,12,2019,1,  42000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,1,0030000,2,       ,000562.1486,    ,1
11,0974,054,00387,07,08,2,45,02,102017,10,2017,2,7, 9,1,1,235,24,1,91,96,0018000,38,2,      ,  ,    , ,102019,10,2019,1,  60000,5,10302070            ,1,030,2,070, ,   , ,   , ,   ,2,       ,2,       ,000565.4616,    ,1
11,0975,055,00336,06,04,2,28,01,022018,02,2018,4,8,53,1,1,233,24,1,51,96,0036000,07,2,      ,  ,    , ,022020,02,2020,1,  60000,5,10802020            ,1,080,2,020, ,   , ,   , ,   ,2,       ,2,       ,000629.1205,    ,1
11,0976,053,00365,04,04,2,43,01,042014,04,2014,2,7, 9,1,1,231,56,1,91,96,0018000,53,2,      ,  ,    , ,122018,12,2018,1,  90000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000473.7000,    ,1
11,0977,053,00365,02,02,2,41,01,112016,11,2016,2,4,92,1,1,233,25,1,91,96,0020000,22,2,      ,  ,    , ,122018,12,2018,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,2,       ,2,       ,000473.7000,    ,1
11,0978,055,00150,06,04,2,27,01,112015,11,2015,2,5,52,1,1,235,29,1,91,96,0020000,29,1,042018,04,2018,2,      ,  ,    ,2,       , ,                    , ,   , ,   , ,   , ,   , ,   ,1,0030000,1,0027000,000429.8733,    ,1
11,0979,053,00202,02,03,1,29,01,092015,09,2015,1,7,54,1,1,233,37,1,83,49,0020000,36,2,      ,  ,    , ,102018,10,2018,1,  23000,5,1050            5MED,1,050, ,   , ,   , ,   ,5,***,2,       ,2,       ,000554.4480,    ,1
11,0980,053,00202,02,02,2,32,01,042015,04,2015,2,3,14,1,1,231,44,1,91,96,0023000,41,2,      ,  ,    , ,122018,12,2018,1,  69000,5,107020203010        ,1,070,2,020,3,010, ,   , ,   ,2,       ,1,0014500,000554.4480,    ,1
11,0981,053,00120,04,09,1,24,01,052016,05,2016,1,4,91,1,1,212,36,1,72,25,0040000,28,2,      ,  ,    , ,052019,05,2019,1,  25000,5,1040            5MED,1,040, ,   , ,   , ,   ,5,***,2,       ,2,       ,000682.5393,    ,1
11,0982,053,00120,03,04,2,27,01,112016,11,2016,4,4, 9,1,1,231,27,1,91,96,0020000,22,2,      ,  ,    , ,022019,02,2019,1,  60000,5,1060            5MED,1,060, ,   , ,   , ,   ,5,***,2,       ,2,       ,000592.2079,    ,1
11,0983,054,00156,02,02,2,28,01,082017,08,2017,2,3, 9,1,1,231,25,1,91,96,0020000,13,2,      ,  ,    , ,092019,09,2019,1,   9000,5,1050            5SCH,1,050, ,   , ,   , ,   ,5,***,2,       ,2,       ,000373.7436,    ,1
11,0984,054,00156,03,19,2,31,01,112017,11,2017,1,7,91,1,1,231,24,1,91,96,0020000,10,2,      ,  ,    , ,112019,11,2019,1,   7000,5,1060            5SCH,1,060, ,   , ,   , ,   ,5,***,2,       ,2,       ,000373.7436,    ,1
11,0985,056,00036,03,04,2,34,02,052016,05,2016,1,4, 9,1,1,221,24,1,91,96,0020000,48,1,062018,06,2018,2,      ,  ,    ,1,  63000,5,1080    3020        ,1,080, ,   ,3,020, ,   , ,   ,1,0020000,1,0023000,000347.7626,    ,1
11,0986,055,00068,03,04,2,25,01,072018,07,2018,1,4,52,1,1,233,24,1,91,96,0023000,02,2,      ,  ,    , ,072020,07,2020,1,   7000,5,1070    30204010    ,1,070, ,   ,3,020,4,010, ,   ,2,       ,2,       ,000443.5584,    ,1
11,0987,055,00068,07,19,2,44,01,082017,08,2017,4,7,52,1,1,235,24,1,91,96,0016000,13,2,      ,  ,    , ,082019,08,2019,1,  12000,5,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,2,       ,000353.9299,    ,1
11,0988,056,00200,01,01,1,33,02,032018,03,2018,2,4,35,1,1,233,24,1,35,62,0020000,32,2,      ,  ,    , ,032020,03,2020,1,  15000,1,10502050            ,1,050,2,050, ,   , ,   , ,   ,2,       ,1,0013000,000366.3768,    ,1
11,0989,055,00232,02,02,2,25,01,122016,12,2016,2,7, 9,1,1,234,24,1,91,96,0016000,21,2,      ,  ,    , ,122018,12,2018,1,  13000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000428.9585,    ,1
11,0990,054,00074,02,04,2,37,02,112017,11,2017,4,7, 9,1,1,234,25,1,91,96,0021645,48,2,      ,  ,    , ,122019,12,2019,1,  50000,1,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000303.6762,    ,1
11,0991,056,00282,03,07,1,40,06,052018,05,2018,2,8, 9,1,2,400,09,1,83,50,0100000,57,2,      ,  ,    , ,022019,02,2019,1, 120000,1,106020203020        ,1,060,2,020,3,020, ,   , ,   ,1,0500000,2,       ,000269.0857,    ,1
11,0992,056,00282,02,04,2,25,01,122016,12,2016,1,4,52,1,1,233,24,1,91,96,0018000,21,2,      ,  ,    , ,122018,12,2018,1,  30000,3,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000355.6115,    ,1
11,0993,054,00320,02,04,2,35,02,112017,11,2017,1,4,91,1,1,235,24,1,91,96,0018000,36,2,      ,  ,    , ,112019,11,2019,1,  40000,5,    2090    4010    , ,   ,2,090, ,   ,4,010, ,   ,2,       ,2,       ,000311.2142,    ,1
11,0994,054,00320,03,08,2,30,01,122016,12,2016,2,8,53,1,1,231,24,1,91,96,0019000,21,2,      ,  ,    , ,122018,12,2018,1,  43000,5,1100                ,1,100, ,   , ,   , ,   , ,   ,2,       ,2,       ,000390.0255,    ,1
11,0995,055,00396,03,04,2,43,02,082017,08,2017,1,7,52,1,1,231,24,1,91,96,0015000,60,2,      ,  ,    , ,082019,08,2019,1,  30000,1,1090    3010        ,1,090, ,   ,3,010, ,   , ,   ,2,       ,1,0010000,000361.9098,    ,1
